偕成社,かいせいしゃ,http://www.kaiseisha.co.jp/,162-8450,東京都新宿区市谷砂土原町3‐5,03-3260-3221,03-3260-3222
海青社,かいせいしゃ,http://www.kaiseisha-press.ne.jp/,520-0112,滋賀県大津市日吉台2-16-4,077-577-2677,077-577-2688
開拓社,かいたくしゃ,http://www.kaitakusha.co.jp,112-0013,東京都文京区音羽1-22-16,03-5395-7101,03-5395-7105
海文堂出版,かいぶんどうしゅっぱん,http://www.kaibundo.jp,112-0005,東京都文京区水道2‐5‐4,03-3815-3291,03-3815-3953
解放出版社,かいほうしゅっぱんしゃ,http://www.kaihou-s.com,552-0001,大阪市港区波除4-1-37,06-6581-8542,
開隆堂出版,かいりゅうどうしゅっぱん,http://www.kairyudo.co.jp,113-8608,東京都文京区向丘1‐13‐1,03-5684-6111,03-5684-6133
化学同人,かがくどうじん,http://www.kagakudojin.co.jp,600-8074,京都市下京区仏光寺通柳馬場西入,075-352-3711,075-352-0371
学芸出版社,がくげいしゅっぱんしゃ,http://web.kyoto-inet.or.jp/org/gakugei/,600-8216,京都市下京区木津屋橋通西洞院東入,075-342-2600,075-342-2605
学事出版,がくじしゅっぱん,http://www.gakuji.co.jp,101-0051,東京都千代田区神田神保町1-2-5,03-3518-9655,03-3518-9018
学術図書出版社,がくじゅつとしょしゅっぱんしゃ,http://www.gakujutsu.co.jp,113-0033,東京都文京区本郷5‐4‐6,03-3811-0889,03-3811-2464
学陽書房,がくようしょぼう,http://www.gakuyo.co.jp/,102-0072,東京都千代田区飯田橋1-9-3,03-3261-1113,03-5211-3303
風間書房,かざましょぼう,http://www.kazamashobo.co.jp,101-0051,東京都千代田区神田神保町1‐34,03-3291-5729,03-3291-5757
鹿島出版会,かじましゅっぱんかい,http://www.kajima-publishing.co.jp/,104-0061,東京都中央区銀座6-17-1,03-6264-2302,03-6264-2303
柏書房,かしわしょぼう,http://www.kashiwashobo.co.jp/,113-0033,東京都文京区本郷2-15-13,03-3830-1891,03-3830-5337
Gakken,がっけん,https://www.corp-gakken.co.jp/,141-8510,東京都品川区西五反田2-11-8,03-6431-1131,
KADOKAWA,かどかわ,http://www.kadokawa.co.jp/,102-0071,東京都千代田区富士見2‐13‐3,03-3238-8521,
金子書房,かねこしょぼう,http://www.kanekoshobo.co.jp/,112-0012,東京都文京区大塚3‐3‐7,03-3941-0111,03-3941-0163
金原出版,かねはらしゅっぱん,http://www.kanehara-shuppan.co.jp/,113-8687,東京都文京区湯島2‐31‐14,03-3811-7184,03-3813-0288
川島書店,かわしましょてん,http://kawashima-pb.kazekusa.co.jp/,165-0026,東京都中野区新井2-16-7,03-3388-5065,03-5318-7146
河出書房新社,かわでしょぼうしんしゃ,http://www.kawade.co.jp/,151-0051,東京都渋谷区千駄ヶ谷2‐32‐2,03-3404-1201,
河原書店,かわらしょてん,http://www.kawarashoten.jp/,604-8132,京都市中京区高倉通三条下ル,075-221-5637,075-221-4332
かんき出版,かんきしゅっぱん,http://www.kanki-pub.co.jp/,102-0083,東京都千代田区麹町4‐1‐4西脇ビル,03-3262-8011,03-3234-4421
関西大学出版部,かんさいだいがくしゅっぱんぶ,http://www.kansai-u.ac.jp/Syppan/index.php,564-8680,大阪府吹田市山手町3‐3‐35,06-6368-1121,06-6389-5162
関西学院大学出版会,かんせいがくいんだいがくしゅっぱんかい,http://www.kwansei.ac.jp/press/,662-0891,兵庫県西宮市上ヶ原一番町1−155,0798-53-5233,0798-53-9592
翰林書房,かんりんしょぼう,http://www.kanrin.co.jp/,151-0071,東京都渋谷区本町1-4-16　初台ガイヤビル4階,03-6380-9601,03-6380-9602
萌書房,きざすしょぼう,http://www3.kcn.ne.jp/~kizasu-s,630-1242,奈良市大柳生町3619-1,0742-93-2234,0742-93-2235
紀伊國屋書店出版部,きのくにやしょてんしゅっぱんぶ,http://www.kinokuniya.co.jp/,153-8504,東京都目黒区下目黒3-7-10,03-6910-0508,03-6420-1354
技報堂出版,ぎほうどうしゅっぱん,http://gihodobooks.jp/,102-0051,東京都千代田区神田神保町1-2-5　和栗ハトヤビル,03-5217-0885,03-5217-0886
九州大学出版会,きゅうしゅうだいがくしゅっぱんかい,http://www.kup.or.jp/,814-0001,福岡市早良区百道浜3-8-34　九州大学産学官連携ｲﾉﾍﾞｰｼｮﾝﾌﾟﾗｻﾞ305,092-833-9150,092-833-9160
求龍堂,きゅうりゅうどう,http://www.kyuryudo.co.jp,102-0094,東京都千代田区紀尾井町3‐23文藝春秋新館１階,03-3239-3381,03-3239-3376
教育出版,きょういくしゅっぱん,http://www.kyoiku-shuppan.co.jp/,135-0063,東京都江東区有明3-4-10　TFTビル西館,03-5579-6725,03-5579-6693
ぎょうせい,ぎょうせい,http://www.gyosei.co.jp/,136-8575,東京都江東区新木場1-18-11,03-6892-6570,03-6892-6925
協同医書出版社,きょうどういしょしゅっぱんしゃ,http://www.kyodo-isho.co.jp/,113-0033,東京都文京区本郷3‐21‐10浅沼第2 ビル4 階,03-3818-2361,03-3818-2368
京都新聞出版センター,きょうとしんぶんしゅっぱんせんたー,http://www.kyoto-pd.co.jp/book/,604-8578,京都市中京区烏丸通夷川上ル,075-241-6192,075-222-1956
京都大学学術出版会,きょうとだいがくがくじゅつしゅっぱんかい,http://www.kyoto-up.or.jp,606‐8315,京都市左京区吉田近衛町69,075-761-6182,075-761-6190
共立出版,きょうりつしゅっぱん,http://www.kyoritsu-pub.co.jp/,112-0006,東京都文京区小日向4‐6‐19,03-3947-2511,03-3947-2539
銀行研修社,ぎんこうけんしゅうしゃ,http://www.ginken.jp/,170-8460,東京都豊島区北大塚3‐10‐5,03-3949-4101,03-5567-1733
金星堂,きんせいどう,http://www.kinsei-do.co.jp/,101-0051,東京都千代田区神田神保町3‐21,03-3263-3828,03-3263-0716
近代消防社,きんだいしょうぼうしゃ,http://homepage3.nifty.com/kinsyo/,105-0021,東京都港区東新橋1-1-19,03-5962-8831,03-592-8835
近代セールス社,きんだいせーるすしゃ,http://www.kindai-sales.co.jp/,165-0026,東京都中野区新井2-10-11　ヤシマ1804ビル,03-6866-7585,03-6866-7595
金の星社,きんのほししゃ,http://www.kinnohoshi.co.jp/,111-0056,東京都台東区小島1‐4‐3,03-3861-1861,03-3861-1507
金芳堂,きんぽうどう,http://www.kinpodo-pub.co.jp/,606-8425,京都市左京区鹿ケ谷西寺ノ前町34,075-751-1111,075-751-6858
金融財政事情研究会,きんゆうざいせいじじょうけんきゅうかい,http://www.kinzai.or.jp,160-8519,東京都新宿区南元町19,03-3358-1161,03-3359-7947
くもん出版,くもんしゅっぱん,http://www.kumonshuppan.com/,141-8488,東京都品川区東五反田2-10-2東五反田スクエア11階,03-6836-0301,03-5421-1612
暮しの手帖社,くらしのてちょうしゃ,http://www.kurashi-no-techo.co.jp/,101-0047,東京都千代田区内神田1-13-1,03-5259-6001,03-5259-6002
クリエテ関西,くりえてかんさい,http://www.amakara.net/home/,531-0071,大阪市北区中津1-18-6富士アネックス3階,06-6375-2363,06-6375-2362
クレオ,くれお,http://www.creo-pb.co.jp,248-0031,神奈川県鎌倉市鎌倉山4-3-1コートハウス鎌倉山1階,0467-67-8477,0467-91-4181
くろしお出版,くろしおしゅっぱん,http://www.9640.jp/xoops/,102-0084,東京都千代田区二番町4-3,03-6261-2867,03-6261-2879
慶應義塾大学出版会,けいおうぎじゅくだいがくしゅっぱんかい,http://www.keio-up.co.jp,108-8346,東京都港区三田2‐19‐30,03-3451-3584,03-3451-3122
経済界,けいざいかい,http://www.keizaikai.co.jp/,100-0014,東京都千代田区永田町2-4-11　フレンドビル3階,03-6441-3741,03-6206-7413
芸術新聞社,げいじゅつしんぶんしゃ,http://www.gei-shin.co.jp,101-0052,東京都千代田区神田小川町2-3-12 神田小川町ビル,03-5280-9080,03-5280-9088
溪水社,けいすいしゃ,http://www.keisui.co.jp/,730-0041,広島市中区小町1‐4,082-246-7909,082-246-7876
勁草書房,けいそうしょぼう,http://www.keisoshobo.co.jp,112-0005,東京都文京区水道2‐1‐1,03-3814-6861,03-3814-6854
敬文堂,けいぶんどう,http://www.keibundo.com,162-0041,東京都新宿区早稲田鶴巻町538　平成ビル1階,03-3203-6161,03-3204-0161
研究社,けんきゅうしゃ,http://www.kenkyusha.co.jp/,102-8152,東京都千代田区富士見2‐11‐3,03-3288-7777,03-3288-7799
玄光社,げんこうしゃ,http://www.genkosha.co.jp/,102-8716,東京都千代田区飯田橋4‐1‐5,03-3263-3515,03-3263-3045
現代図書,げんだいとしょ,http://www.gendaitosho.co.jp/,252-0333,神奈川県相模原市南区東大沼2-21-4,042-765-6462,042-701-8612
建帛社,けんぱくしゃ,http://www.kenpakusha.co.jp/,112-0011,東京都文京区千石4‐2‐15,03-3944-2613,03-3944-1986
好学社,こうがくしゃ,http://www.kogakusha.com/,105-0014,東京都港区芝3-3-15　芝MONTビル,03-5444-6911,03-5444-6915
光生館,こうせいかん,http://www.koseikan.co.jp,112-0012,東京都文京区大塚3-11-2,03-3943-3335,03-3943-3494
恒星社厚生閣,こうせいしゃこうせいかく,http://www.kouseisha.com/,160-0008,東京都新宿区三栄町3-14,03-3359-7371,03-3359-7375
佼成出版社,こうせいしゅっぱんしゃ,http://www.kosei-shuppan.co.jp/,166-8535,東京都杉並区和田2‐7‐1,03-5385-2311,03-5385-2330
講談社,こうだんしゃ,http://www.kodansha.co.jp/,112‐8001,東京都文京区音羽2‐12‐21,03-3945-1111,
光文社,こうぶんしゃ,http://www.kobunsha.com,112‐8011,東京都文京区音羽1‐16‐6,,
弘文社,こうぶんしゃ,http://www.kobunsha.org,546-0012,大阪市東住吉区中野2‐1‐27,06-6797-7441,06-6702-4732
光文書院,こうぶんしょいん,http://www.kobun.co.jp/,102-0076,東京都千代田区五番町14,03-3262-3271,03-3230-4190
弘文堂,こうぶんどう,http://www.koubundou.co.jp,101-0062,東京都千代田区神田駿河台1‐7,03-3294-4801,03-3294-7034
晃洋書房,こうようしょぼう,http://www.koyoshobo.co.jp,615-0026,京都市右京区西院北矢掛町7,075-312-0788,075-312-7447
公論社,こうろんしゃ,,150-0043,東京都渋谷区道玄坂1‐15‐3‐205,03-3476-3157,03-3476-3158
国政情報センター,こくせいじょうほうせんたー,http://www.kokuseijoho.co.jp/,150-0044,東京都渋谷区円山町5-4,03-3476-4111,03-3476-4842
国土社,こくどしゃ,http://www.kokudosha.co.jp/,101-0062,東京都千代田区神田駿河台2-5,03-6272-6125,03-6272-6126
古今書院,ここんしょいん,http://www.kokon.co.jp/,113-0021,東京都文京区本駒込5-16-3,03-5834-2874,03-5834-2875
ごま書房新社,ごましょぼうしんしゃ,http:// gomashobo.com/,102-0072,東京都千代田区飯田橋3-4-6,03-3910-0481,03-6910-0482
小峰書店,こみねしょてん,http://www.komineshoten.co.jp/,162-0066,東京都新宿区市谷台町4‐15,03-3357-3521,03-3357-1027
コロナ社,ころなしゃ,http://www.coronasha.co.jp/,112-0011,東京都文京区千石4‐46‐10,03-3941-3132,03-3941-3137
サイエンス社,さいえんすしゃ,http://www.saiensu.co.jp,151-0051,東京都渋谷区千駄ヶ谷1‐3‐25,03-5474-8500,03-5474-8900
さ・え・ら書房,さえらしょぼう,http://www.saela.co.jp,162-0842,東京都新宿区市谷砂土原町3‐1,03-3268-4261,03-3268-4262
嵯峨野書院,さがのしょいん,http://www.saganoshoin.co.jp,615-8045,京都市西京区牛ケ瀬南ノ口町39,075-391-7686,075-391-7321
山喜房佛書林,さんきぼうぶっしょりん,http://www003.upp.so-net.ne.jp/sankibo/,113-0033,東京都文京区本郷5‐28‐5,03-3811-5361,03-3815-5554
三共出版,さんきょうしゅっぱん,http://www.sankyoshuppan.co.jp/,101-0051,東京都千代田区神田神保町3‐2,03-3264-5711,03-3265-5149
産業図書,さんぎょうとしょ,http://www.san-to.co.jp/,102-0072,東京都千代田区飯田橋2‐11‐3,03-3261-7821,03-3239-2178
産業能率大学出版部,さんぎょうのうりつだいがくしゅっぱんぶ,http://www.sannopub.co.jp/,158-8630,東京都世田谷区等々力6-39-15,03-6432-2536,03-6432-2537
ｻﾝｸﾁｭｱﾘ･ﾊﾟﾌﾞﾘｯｼﾝｸﾞ,さんくちゅあり・ぱぶりっしんぐ,https://www.sanctuarybooks.jp/,113-0023,東京都文京区向丘2-14-9,03-5834-2507,03-5834-2508
三修社,さんしゅうしゃ,http://www.sanshusha.co.jp/np/index.do,150-0001,東京都渋谷区神宮前2-2-22青山熊野神社ビル,03-3405-4511,03-3405-4522
三省堂,さんせいどう,http://www.sanseido-publ.co.jp/,102-8371,東京都千代田区麹町5-7-2,03-3230-9441,03-3230-9547
サンパウロ,さんぱうろ,http://www.sanpaolo.or.jp,160-0011,東京都新宿区若葉1-5,03-3357-7651,03-3357-7652
三宝出版,さんぽうしゅっぱん,http://www.sampoh.co.jp/index.html,111-0034,東京都台東区雷門2-3-10,03-5828-0600,03-5828-0607
サンマーク出版,さんまーくしゅっぱん,http://www.sunmark.co.jp/publishing/,169-0074,東京都新宿区北新宿,03-5348-7800,03-5348-7801
サンライズ出版,さんらいずしゅっぱん,http://www.sunrise-pub.co.jp/,522-0004,滋賀県彦根市鳥居本町655−1,0749-22-0627,0749-23-7720
サンリオ,さんりお,http://www.sanrio.co.jp,141-8603,東京都品川区大崎1‐11-1,03-3779-8101,03-3779-8098
産労総合研究所,さんろうそうごうけんきゅうじょ,http://www.e-sanro.net/sri/index01.html,100-0014,東京都千代田区永田町1-11-1 三宅坂ビル,03-5860-9771,
JTBパブリッシング,じぇいてぃーびーぱぶりっしんぐ,http://www.rurubu.com,162-8446,新宿区払方町25-5　アーバンネット市ヶ谷ビル,03-6888-7811,03-6888-7809
視覚デザイン研究所,しかくでざいんけんきゅうじょ,http://www.shikaku-d.com/main.html,101-0051,東京都千代田区神田神保町1‐22 北信ビル,03-5280-1067,03-5280-1069
CCCメディアハウス,しーしーしーめでぃあはうす,http://www.cccmh.co.jp/,141-8205,東京都品川区上大崎3-1-1目黒セントラルスクエア,03-5436-5701,03-5436-5746
自治体研究社,じちたいけんきゅうしゃ,http://www.bekkoame.ne.jp/i/jitiken/,162-8512,東京都新宿区矢来町123 矢来ビル4F,03-3235-5941,03-3235-5933
実教出版,じっきょうしゅっぱん,http://www.jikkyo.co.jp/,102-8377,東京都千代田区五番町5,03-3238-7700,03-3238-7719
実業之日本社,じつぎょうのにほんしゃ,http://www.j-n.co.jp/,107-0062,東京都港区南青山5-11-9　レキシントン青山4階,03-6809-0770,
柴田書店,しばたしょてん,http://shibatashoten.co.jp,113-8477,東京都文京区湯島3‐26‐9　イヤサカビル3・4階,03-5816-8251,03-5816-8257
思文閣出版,しぶんかくしゅっぱん,http://www.shibunkaku.co.jp,6005-0089,京都市東山区元町355,075-751-1781,075-752-0723
清水書院,しみずしょいん,http://www.shimizushoin.co.jp,102-0072,東京都千代田区飯田橋3-11-6 清水書院サービス第2ビル,03-5213-7151,03-5213-7160
ジャパンタイムズ 出版,じゃぱんたいむずしゅっぱん,http://www.japantimes.co.jp,102-0094,東京都千代田区一番町2-2,050-3646-0123,03-6869-2198
集英社,しゅうえいしゃ,http://www.shueisha.co.jp,101‐8050,東京都千代田区一ツ橋2‐5‐10,3230-6111,
自由國民社,じゆうこくみんしゃ,http://www.jiyu.co.jp/,171-0033,東京都豊島区高田3-10-11,03-6233-0781,03-6233-0780
樹村房,じゅそんぼう,http://www.jusonbo.co.jp,112-0002,東京都文京区小石川5-11-7,03-3868-7321,03-6801-5202
主婦と生活社,しゅふとせいかつしゃ,http://www.shufu.co.jp,104-8357,東京都中央区京橋3‐5‐7,03-3563−5120,
主婦の友社,しゅふのともしゃ,http://www.shufunotomo.co.jp/,141-0021,東京都品川区上大崎3-1-11　目黒セントラルスクエア,03-5280-7500,
春秋社,しゅんじゅうしゃ,http://www.shunjusha.co.jp/,101-0021,東京都千代田区外神田2‐18‐6,03-3255-9611,03-3253-1384
春風社,しゅんぷうしゃ,http://shumpu.com/,220-0003,横浜市西区紅葉ヶ丘53　横浜市教育会館3階,045-261-3168,045-261-3169
旬報社,じゅんぽうしゃ,http://www.junposha.com,162-0041,東京都新宿区早稲田鶴巻町544,03-5579-8973,03-5579-8975
春陽堂書店,しゅんようどうしょてん,http://www.shun-yo-do.co.jp/,104-0061,東京都中央区銀座3-10-9,03-6264-0855,03-6264-0856
翔泳社,しょうえいしゃ,http://www.seshop.com/,160-0006,東京都新宿区舟町５,03-5362-3700,03-5362-3704
小学館,しょうがくかん,http://www.shogakukan.co.jp/,101‐8001,東京都千代田区一ツ橋2‐3‐1,03-3230-5211,
裳華房,しょうかぼう,http://www.shokabo.co.jp/,102-0081,東京都千代田区四番町8‐1,03-3262-9166,03-3262-9130
彰国社,しょうこくしゃ,http://www.shokokusha.co.jp,162-0067,東京都新宿区富久町8-21,03-3359-3231,03-3357-3961
商事法務,しょうじほうむ,http://www.shojihomu.co.jp,103-0027,東京都中央区日本橋3-6-2　日本橋フロント3階,03-5614-5643,03-3664-8844
少年画報社,しょうねんがほうしゃ,http://www.shonengahosha.jp/,101-8388,東京都千代田区西神田2-8-5,03-3262-3501,03-3262-7798
少年写真新聞社,しょうねんしゃしんしんぶんしゃ,http://www.schoolpress.co.jp,102-8232,東京都千代田区九段南4-7-16,03-3264-2624,03-5276-7785
晶文社,しょうぶんしゃ,http://www.shobunsha.co.jp/,101-0051,東京都千代田区神田神保町1-11,03-3518-4940,03-3518-4944
昭文社,しょうぶんしゃ,http://www.mapple.co.jp/,102-8238,東京都千代田区麹町3-1,03-3556-8153,03-3556-8161
昇龍堂出版,しょうりゅうどうしゅっぱん,,101-0062,東京都千代田区神田駿河台2‐9,03-3292-8211,03-3292-8214
照林社,しょうりんしゃ,http://www.shorinsha.co.jp/,112-0002,東京都文京区小石川2-3-23,03-3815-4921,03-3815-4923
昭和堂,しょうわどう,,607-8494,京都市山科区日ノ岡堤谷町3-1,075-502-7500,075-502-7501
女子栄養大学出版部,じょしえいようだいがくしゅっぱんぶ,http://www.eiyo21.com,170-8481,東京都豊島区駒込3‐24‐3,03-3918-5301,03-3918-3932
女子パウロ会,じょしぱうろかい,http://www.pauline.or.jp/,107-0052,東京都港区赤坂8‐12‐42,03-3479-3943,03-3479-5198
新学社,しんがくしゃ,http://www.sing.co.jp/,607-8501,京都市山科区東野中井ノ上町11‐39,075-581-6119,075-501-4770
新興出版社啓林館,しんこうしゅっぱんしゃけいりんかん,http://www.shinko-keirin.co.jp/,543-8655,大阪市天王寺区大道4‐3‐25,06-6779-1531,06-6779-7319
信山社出版,しんざんしゃしゅっぱん,http://www.shinzansha.co.jp/,113-0033,東京都文京区本郷6‐2‐9‐102,03-3818-1019,03-3818-0344
新書館,しんしょかん,http://www.shinshokan.co.jp/,113-0024,東京都文京区西片2‐19‐18,03-3811-2611,03-3811-2011
新星出版社,しんせいしゅっぱんしゃ,http://www.shin-sei.co.jp/,110-0016,東京都台東区台東2-24-10,03-3831-0743,03-3831-0758
診断と治療社,しんだんとちりょうしゃ,http://www.shindan.co.jp/,100-0014,東京都千代田区永田町2‐14‐2山王グランドビル4 階,03-3580-2750,03-3580-2776
新潮社,しんちょうしゃ,http://www.shinchosha.co.jp/,162-8711,東京都新宿区矢来町71,03-3266-5111,03-3266-5118
新日本出版社,しんにほんしゅっぱんしゃ,http://www.shinnihon-net.co.jp/,151-0051,東京都渋谷区千駄ヶ谷4‐25‐6,03-3423-8401,03-3423-8419
新評論,しんひょうろん,http://www.shinhyoron.co.jp/,169-0051,東京都新宿区西早稲田3‐16‐28,03-3202-7391,03-3202-5832
人文書院,じんぶんしょいん,http://www.jimbunshoin.co.jp,612-8447,京都市伏見区竹田西内畑町９,075-603-1344,075-603-1814
数研出版,すうけんしゅっぱん,http://www.chart.co.jp,101-0052,東京都千代田区神田小川町2-3-3,03-5283-6001,
すばる舎,すばるしゃ,http://www.subarusya.jp/,170-0013,東京都豊島区東池袋3-9-7,03-3981-8651,03-3981-0767
スマートゲート,すまーとげーと,http://www.smartgate.jp/,170-0013,東京都豊島区東池袋4-25-12　池袋今泉ビル3階,03-5577-4891,03-5577-4894
スリーエーネットワーク,すりーえーねっとわーく,http://www.3anet.co.jp/,102-0083,東京都千代田区麹町3-4　トラスティ麹町ビル,03-5275-2722,03-5275-2729
駿河台出版社,するがだいしゅっぱんしゃ,http://www.e-surugadai.com,101-0062,東京都千代田区神田駿河台3‐7 百瀬ビル,03-3291-1676,03-3291-1675
聖教新聞社出版局,せいきょうしんぶんしゃしゅっぱきょく,,160-8070,東京都新宿区信濃町7,03-5360-9443,03-5360-9458
青幻舎,せいげんしゃ,http://www.seigensha.com/,604-8136,京都市中京区三条通烏丸東入る梅忠町9-1,075-252-6766,075-252-6770
青山社,せいざんしゃ,http://www.seizansha.co.jp,252-0333,神奈川県相模原市南区東大沼2-21-4,042-765-6460,042-701-8611
生産性出版,せいさんせいしゅっぱん,http://www.jpc-sed.or.jp,102-8643,東京都千代田区平河町2-13-12,03-3511-4034,03-3511-4073
成山堂書店,せいざんどうしょてん,http://www.seizando.co.jp/,160-0012,東京都新宿区南元町4‐51成山堂ビル,03-3357-5861,03-3357-5867
青春出版社,せいしゅんしゅっぱんしゃ,http://www.seishun.co.jp/,162-0056,東京都新宿区若松町12‐1,03-3203-5121,03-3207-0982
誠信書房,せいしんしょぼう,http://www.seishinshobo.co.jp/,112-0012,東京都文京区大塚3‐20‐6,03-3946-5666,03-3945-8880
聖徳大学出版会,せいとくだいがくしゅっぱんかい,http://www.seitoku.jp/daigaku/shuppannkai/,271-8755,千葉県松戸市岩瀬550,047-365-1111,047-363-1401
青土社,せいどしゃ,http://www.seidosha.co.jp,101-0051,東京都千代田区神田神保町1-29　市瀬ビル4階,03-3291-9831,03-3291-9834
成美堂,せいびどう,http://www.seibido.co.jp/,101-0052,東京都千代田区神田小川町3‐22,03-3291-2261,03-3293-5490
成美堂出版,せいびどうしゅっぱん,http://www.seibidoshuppan.co.jp,162-8445,東京都新宿区新小川町1-7,03-5206-8151,
成文堂,せいぶんどう,http://www.seibundoh.co.jp,162-0041,東京都新宿区早稲田鶴巻町514,03-3203-9201,03-3203-9206
清文堂出版,せいぶんどうしゅっぱん,http://seibundo-pb.co.jp,542-0082,大阪市中央区島之内2‐8‐5,06-6211-6265,06-6211-6492
誠文堂新光社,せいぶんどうしんこうしゃ,http://www.seibundo-shinkosha.net/,113-0033,東京都文京区本郷3-3-11,03-5800-5775,03-5800-5773
税務経理協会,ぜいむけいりきょうかい,http://www.zeikei.co.jp/,161-0033,東京都新宿区下落合2‐5‐13,03-3953-3301,03-3565-3391
